,Name,Corrdinates,Corrdinates_ll,latitude,longtitude
311,Sidenreng Rappang,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-3.7738981,120.0202964&amp;z=10&amp;ftid=0x2d95d2c63f2531d5:0x3030bfbcaf77050&amp;q=Sidenreng+Rappang+Regency,+South+Sulawesi,+Indonesia&amp;ved=0ahUKEwi5y4qUs4beAhXMDcAKHdzhByQQ_BIIYDAM"" style=""height:160px""><img alt=""Map for Sidenreng Rappang"" height=""160"" src=""/maps/vt/data=nNKMMRmOS9ukJf-3cN8xSifUh3_vgY0MorjJSgLDp1DBKZI2p1HjEf4nuaV6tBl3GkZLrGpjyFdYQtI4RLnnvgtfIQvj3RSDf8REuFCa2FYrZw6fOoapdprthvd1ov6UEpdIB-0gPBSQU2zTyLfAlmntnQNCadA7iSwjbCtg6sQxZvZHLI4_xt8uMpS_mS98TZclF2owx7KBYjXAovVq9nJE2rFLMPDffiPDBIOg"" title=""Map for Sidenreng Rappang"" width=""260""/></a></div>]","-3.7738981,120.0202964",-3.7738981,120.0202964
312,Sinjai,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-5.2171961,120.112735&amp;z=11&amp;ftid=0x2dbc262d436d58fd:0x3030bfbcaf77060&amp;q=Sinjai+Regency,+South+Sulawesi,+Indonesia&amp;ved=0ahUKEwiUnbiUs4beAhUIDcAKHUZ5DmsQ_BIITzAM"" style=""height:160px""><img alt=""Map for Sinjai"" height=""160"" src=""/maps/vt/data=eXiLQjNcF9StxPqLB30_VFs0O3ifRPBU_uOhYLrVu1Q1nYF9lhp14JTmvQrR0-Y73wHF6Zt9GgZx1PqHNsBnLOG7ppMPccKtU4HaAuNcBkG3_fC6wyxesxhPQOGhgsUkDjCPpiR9_Ea3pkgADPw99EZdQeUs-8Jfk0Jna5DppKajuNdRDITxxkc1zK-PLCjEqigTcM3iyfKlIYFRV7PnQyxAvwXdYQw1iyxdMfaw"" title=""Map for Sinjai"" width=""260""/></a></div>]","-5.2171961,120.112735",-5.2171961,120.112735
313,Soppeng,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-4.3518541,119.9277947&amp;z=11&amp;ftid=0x2d95f6b4f475f12f:0x3030bfbcaf77070&amp;q=Soppeng+Regency,+South+Sulawesi,+Indonesia&amp;ved=0ahUKEwjn9OGUs4beAhWsAMAKHbsNAb8Q_BIIWDAR"" style=""height:160px""><img alt=""Map for Soppeng"" height=""160"" src=""/maps/vt/data=HV_g8PeKLxRFVd4pq29QTbi03FCYFoy5M8BaCs-jTEB5BtBaySUUPoQYwpsSk_AEo5GKv9xQv9ZEYFVh1z1R0ap5tJdqKBn2y_RjWm1F_Il2tpISkkYBRHLhc91DrFWX61CYpPWdykFqhi3BLG6NaIacK6S13KwrXtoJkmhC9_OG1LOrXQOEt-vG3wrulOhsECW8f2qWOfUe7eWCDx7JKOyybj94ubmzlIOHep5e"" title=""Map for Soppeng"" width=""260""/></a></div>]","-4.3518541,119.9277947",-4.3518541,119.9277947
314,Takalar,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-5.4162493,119.4875668&amp;z=11&amp;ftid=0x2dbed84497baed3f:0x3030bfbcaf77080&amp;q=Takalar+Regency,+South+Sulawesi,+Indonesia&amp;ved=0ahUKEwjcx5CVs4beAhUICcAKHVI-AasQ_BIIVjAQ"" style=""height:160px""><img alt=""Map for Takalar"" height=""160"" src=""/maps/vt/data=-BNye0wl0KFWl5ci5ZXTH29PD0u6MdGVN84kqHKxTFTvm1Fh0X0Z9lQa2k0Z5LdukQYR-Jw_NLz2pt--KWcAgb_7tBvOIjfeWz0WLnZ1ApathcxqMzD2fwpiQ9BTXLCBEKshkPJJnfJy5WwZVXC4OPJLk4YpJAbDLdmcpfj44nj_9ihC0gx60vbqsc1uKZDf8lsPxHMKSyQ6hF9Td6-dmAwnLe6bG8unKmSSI_CA"" title=""Map for Takalar"" width=""260""/></a></div>]","-5.4162493,119.4875668",-5.4162493,119.4875668
315,Tana Toraja,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-3.0753003,119.742604&amp;z=10&amp;ftid=0x2d9395b1758f3585:0x3030bfbcaf77090&amp;q=Tana+Toraja+Regency,+South+Sulawesi,+Indonesia&amp;ved=0ahUKEwjklMGVs4beAhUJD8AKHQpjDAUQ_BIIWjAM"" style=""height:160px""><img alt=""Map for Tana Toraja"" height=""160"" src=""/maps/vt/data=HiLL9swh68cAbAU9FwU_Xq6lkCuqtrwGbp7f5A_eOTxtmpz1NVwtiCygLcnHFdr9LCzMUjc0NJ2GUNwllyixkCauCiysddyKHdTb8cRjz3OTsq_zotfH3agtSm4LVJNJVvG1cmCVpFInqdfPWSNlcsqh-EwQwRgXSE-_SUMHIHXJX3ma3dIZWmHPUB42UgJC-erAktBaL0ytO_Pv5uLK8-Y8L_6ty9_Iau6_hjGp"" title=""Map for Tana Toraja"" width=""260""/></a></div>]","-3.0753003,119.742604",-3.0753003,119.742604
316,Toraja Utara,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-2.8621942,119.8352303&amp;z=10&amp;ftid=0x2d93c15594bf5fe7:0x3bd5d554371f59fa&amp;q=North+Toraja+Regency,+South+Sulawesi,+Indonesia&amp;ved=0ahUKEwikr_SVs4beAhXRa8AKHak7D-kQ_BIIaTAR"" style=""height:160px""><img alt=""Map for North Toraja Regency"" height=""160"" src=""/maps/vt/data=Zy_-x1LvPzVDD1GpQ1Byz7gRfZTnRFbBuSwfmO-JDGlpfkKPTbHwrn9zCP1dFZ2akHf3R0bGpoT1jUOUFcsdBEurwv6ngjsr0NhOQchkTzV6I6-0pFZcLne8ho8Oun-MuvJHaD_D-GcUP9z6g4k7XLsfCTMMFtMaywjtUZ56Zriq0E2m4PIqHvieBjxMcl5O88raVlOgsrdh7Awdq9z6J63O1YpaDAUwNsFjDPdNGw"" title=""Map for North Toraja Regency"" width=""260""/></a></div>]","-2.8621942,119.8352303",-2.8621942,119.8352303
317,Wajo,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-4.022229,120.0665236&amp;z=10&amp;ftid=0x2d9677c0c3b04697:0x3030bfbcaf770a0&amp;q=Wajo+Regency,+South+Sulawesi,+Indonesia&amp;ved=0ahUKEwistKuWs4beAhWIIMAKHcchBxYQ_BIITzAM"" style=""height:160px""><img alt=""Map for Wajo Regency"" height=""160"" src=""/maps/vt/data=aMR3DtVfPxr1N_GlIz5ziRSHRmyp0zqQaMy-mmabtN-VhBVEZTArWVQJNavFwhnhYII50yKZvVSmtf3GeiFH4eav_lCf_vwtPc_uFBSK1GYM7l4k7MOWbiD6ZEPqA9WrkXR2SdbZNyTumxL3ObLcqADLyvEwTEjHPsEM5FD_2aoShz5Xw5F-0shSuhagkhCBBVHMAqw7x7mykm745quhhiiEmmOp1_6A46ZSLir3"" title=""Map for Wajo Regency"" width=""260""/></a></div>]","-4.022229,120.0665236",-4.022229,120.0665236
318,Banggai,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-0.956178,122.6277455&amp;z=9&amp;ftid=0x2d8420e6b2ca5509:0x3030bfbcaf770e0&amp;q=Banggai+Regency,+Central+Sulawesi,+Indonesia&amp;ved=0ahUKEwis19qWs4beAhUIKMAKHVD-CHsQ_BIIWTAR"" style=""height:160px""><img alt=""Map for Banggai"" height=""160"" src=""/maps/vt/data=RhfBkMLvv9_LWF8f5_slNc0eAqc2i8e3-qsX_yJ9p2olgEYbQdNkhg_8DI5Bbqmh7hmS3pep3dZEQdSekQq6vp_hcenwfP_qMH0lZ2CUn3loORnt_Um76kQifR3rUi7xB65VoKhgDmJei9vSow297lzk2frYCDg8Q8Ns-7b-y3yn_ZFzZhhwsngT3H61F2j-9TvPZb_lrdJYqPQIbNqxcJrpgk1lW2cGvys1CRN3"" title=""Map for Banggai"" width=""260""/></a></div>]","-0.956178,122.6277455",-0.956178,122.6277455
319,Banggai Kepulauan,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-0.956178,122.6277455&amp;z=9&amp;ftid=0x2d8420e6b2ca5509:0x3030bfbcaf770e0&amp;q=Banggai+Regency,+Central+Sulawesi,+Indonesia&amp;ved=0ahUKEwjhhomXs4beAhXsAcAKHThBAxQQ_BIIYDAQ"" style=""height:160px""><img alt=""Map for Banggai"" height=""160"" src=""/maps/vt/data=RhfBkMLvv9_LWF8f5_slNc0eAqc2i8e3-qsX_yJ9p2olgEYbQdNkhg_8DI5Bbqmh7hmS3pep3dZEQdSekQq6vp_hcenwfP_qMH0lZ2CUn3loORnt_Um76kQifR3rUi7xB65VoKhgDmJei9vSow297lzk2frYCDg8Q8Ns-7b-y3yn_ZFzZhhwsngT3H61F2j-9TvPZb_lrdJYqPQIbNqxcJrpgk1lW2cGvys1CRN3"" title=""Map for Banggai"" width=""260""/></a></div>]","-0.956178,122.6277455",-0.956178,122.6277455
320,Buol,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=0.9695452,121.3541631&amp;z=10&amp;ftid=0x32775384a25470ed:0x3030bfbcaf77100&amp;q=Buol+Regency,+Central+Sulawesi,+Indonesia&amp;ved=0ahUKEwiT_ciXs4beAhVHIcAKHaOJDQ4Q_BIIWDAQ"" style=""height:160px""><img alt=""Map for Buol (town)"" height=""160"" src=""/maps/vt/data=rko0TuxNJk7BkylRPpHFW9CwK3CCcx7YPUGTJ9-JXv24UlvW9rrubHGxjjeZd1YBmTlecbLtqPnmnAbik3gcZ_zRrzaHHM7XksLjVgX_5pViuMyKaMZck4X4AM9jdiZAYOmwAZVqOxqWoJkIkHOpXf8TFxHPTMNiiNKt7y3ciIDyIiS5tFv1SJ5j0bNctWuH8ntvisFZcUlxKToms4MHEM-0Vw8nafVxK63cccz2"" title=""Map for Buol (town)"" width=""260""/></a></div>]","0.9695452,121.3541631",0.9695452,121.3541631
321,Donggala,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-0.4233155,119.8352303&amp;z=8&amp;ftid=0x2d896e28f6b4da5b:0x3030bfbcaf77110&amp;q=Donggala+Regency,+Central+Sulawesi,+Indonesia&amp;ved=0ahUKEwjmp4WYs4beAhVlCsAKHTZlB6UQ_BIIVzAQ"" style=""height:160px""><img alt=""Map for Donggala"" height=""160"" src=""/maps/vt/data=koW_EKHT_CEzE92lN_dG7ju_u6e6FB554_r6s1jSM-8Ddd9vO4IQOUU1vjKULgb3d9ynNStfE4dvFLLamiLzuUZqZu8ElzmfzdvoB-ePAOOlkCwFxptVJwIm8vAFQ3EHWszrNsEU6MdGG0bloma9mhT3T5o8qQjwh2yel7TBdfOXdM9EOrTk83-Soz7Bvdlx3oW3_SraVtCuaMd6jNqUFGrBni6k72pIlR7CODtc"" title=""Map for Donggala"" width=""260""/></a></div>]","-0.4233155,119.8352303",-0.4233155,119.8352303
322,Morowali,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-2.6987231,121.9017954&amp;z=9&amp;ftid=0x2d9aa0e9e279e495:0x3030bfbcaf77120&amp;q=Morowali+Regency,+Central+Sulawesi,+Indonesia&amp;ved=0ahUKEwjAk7eYs4beAhVDZ8AKHfBYB18Q_BIIWTAR"" style=""height:160px""><img alt=""Map for Morowali"" height=""160"" src=""/maps/vt/data=8DUzP1kaoc9X4vtWLxI-VkPorI18eyseluIkEyGsdPG2lxwXBL_AeNqHRCAf8BksQUu7FfrEMhVB8HmPftQeGTKobeQppIMWnjkqwCtWIigh9qizQllvWhwd7heiWEd_-hANzQy-tWpx004KpwJXV6yJSwLFh-m3yJ2aUwf_jw_rzn79Xi7r6phBZTq9AMywm6EtZwwuLKWA6G_d8SN7caU_GmzaUVogjEo81zVQ"" title=""Map for Morowali"" width=""260""/></a></div>]","-2.6987231,121.9017954",-2.6987231,121.9017954
323,Parigi Moutong,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=0.5817607,120.8039474&amp;z=9&amp;ftid=0x2d89c73796f0f0c1:0x61f7a6ea50775466&amp;q=Parigi+Moutong+Regency,+Central+Sulawesi,+Indonesia&amp;ved=0ahUKEwjGmuWYs4beAhXsI8AKHRuRAIUQ_BIIUjAQ"" style=""height:160px""><img alt=""Map for Parigi Moutong"" height=""160"" src=""/maps/vt/data=ukYyZYDd13y8_ialOrR0rlnWIUP_Ois5IBgUVtMkwQpaBdvy95MMgr2PcOuZ9ezqpa_ec4O-_zrds2B236q8inMOBbXHVuah_VYnvMdgV1NmgcKZEaln53r7tb39lRIGTAf15rKm_oj4xAHNlHQf1aCUnUZ7jKkh1jSwC_Ib-TV1a12aru0hRw7iEKxbYbRIcD2f6zVRy-2HwvIV-OV24KR-Rovu5eI-4uOvg8qraQ"" title=""Map for Parigi Moutong"" width=""260""/></a></div>]","0.5817607,120.8039474",0.5817607,120.8039474
324,Poso,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-1.6468883,120.4357631&amp;z=9&amp;ftid=0x2d8e67738c70cef7:0x3030bfbcaf77130&amp;q=Poso+Regency,+Central+Sulawesi,+Indonesia&amp;ved=0ahUKEwiw5JaZs4beAhUlAsAKHXgXDn4Q_BIIWDAM"" style=""height:160px""><img alt=""Map for Poso Regency"" height=""160"" src=""/maps/vt/data=d1VEsyHg1AI_UjSlGsAltxButwMd3gXTAqvSqSXJgAxvNPLw--qHrKZIKBHpfTD-HJmF7-ITE11shytMMRzv6md6CU-y0MIFoBYPhSZqhSkKRiRTibRLJnA_V1lxUPO8uEDGc4H0DeWkKsRHv6GHNOesA8s4DqaXB85DVnQM_B6_QMZp9AcHY2Eq4rSAN9sbusZcYmLJYX0fU6OzZ_ZaQxogDnKFpvfQgTkPBXbY"" title=""Map for Poso Regency"" width=""260""/></a></div>]","-1.6468883,120.4357631",-1.6468883,120.4357631
325,Sigi,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-1.3859904,119.8815203&amp;z=9&amp;ftid=0x2d8c24847bf67393:0xcd4b47e6161badd3&amp;q=Sigi+Regency,+Central+Sulawesi,+Indonesia&amp;ved=0ahUKEwiY4buZs4beAhUqI8AKHc9ICqoQ_BIIUDAM"" style=""height:160px""><img alt=""Map for Sigi Regency"" height=""160"" src=""/maps/vt/data=ekofQ4hfKJKEyheQtqvBnav0x5z6npzszVhlcAmQFs8pPV4lg5yuzZTiH38gVsHkQWfXWhb08JKfpCTz5Is9nbIg3a0MU4TJfYEWJWqnRwl4K_F62Ps-PXxKyRgog7tzmpFZLVjQRRtYGZh7hzmx0AfAKrxN6XfXxc7b-cZ_lCL69ZC19BEzfWap8UREMlKxEeHu7U4UTbXNDjUmMivL9cLfxVGoTnNND6g6WeOLdw"" title=""Map for Sigi Regency"" width=""260""/></a></div>]","-1.3859904,119.8815203",-1.3859904,119.8815203
326,Tojo UnaUna,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-1.098757,121.5370003&amp;z=9&amp;ftid=0x2d88a780d3568237:0x3030bfbcaf77140&amp;q=Tojo+Una-Una+Regency,+Central+Sulawesi,+Indonesia&amp;ved=0ahUKEwj0g--Zs4beAhXIe8AKHcxqB1wQ_BIIVDAR"" style=""height:160px""><img alt=""Map for Tojo Una-Una"" height=""160"" src=""/maps/vt/data=RvFDFmkANuDFbBtlwriiy1SvusfHOqqcCcjjcdvpYBrmqT31hF3eNwsBxylMYTHNaXpx431QmFe9gENtTzjig6ndyq_iH2J9hTdNCvATJkGcIYqp0fl3N-beGA2kVp01k1Zjqv6cDgG06zEFrLYWDBF1M0UuPTTYg8eHawoVPkoZNJWMuGLNCA5NUfmWc3QS7B5p1N61h0rDfheinorWAtGQLvFFeO22mhKJzlwa"" title=""Map for Tojo Una-Una"" width=""260""/></a></div>]","-1.098757,121.5370003",-1.098757,121.5370003
327,Tolitoli,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=0.8768231,120.7579834&amp;z=10&amp;ftid=0x2d87f0da6771ddbb:0x3030bfbcaf77150&amp;q=Toli-Toli+Regency,+Central+Sulawesi,+Indonesia&amp;ved=0ahUKEwiQ_J6as4beAhVMCsAKHTEvBt4Q_BIIUDAL"" style=""height:160px""><img alt=""Map for Toli-Toli"" height=""160"" src=""/maps/vt/data=xEn57etmTWA5AQYcW95IOaHHnDCnJpIVf0tppHtCgpWf4hrSnV9FeycWGh74XOaP-drZ4QdNoDGXafcP423WIOLDVArJXq9_npjUf-a24Q9Q7TgWhvdDArUMlCnfhtKJeBcoLH4f-Br9INTF69EqPZxzRuIoyU3hpXbKAx9ZOSNh58zkEXuQEiHO5zaAbhWuPeGllD1HXarhxlYVOBdIo6M0-OHGgvae7fd7Fvpv"" title=""Map for Toli-Toli"" width=""260""/></a></div>]","0.8768231,120.7579834",0.8768231,120.7579834
328,Bombana,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-4.6543462,121.9017954&amp;z=9&amp;ftid=0x2da328a8394e2da9:0x3030bfbcaf77170&amp;q=Bombana+Regency,+South+East+Sulawesi,+Indonesia&amp;ved=0ahUKEwjm9cCas4beAhXsB8AKHft7DtYQ_BIIUTAM"" style=""height:160px""><img alt=""Map for Bombana"" height=""160"" src=""/maps/vt/data=VldAQwZZUopnxwPp5bupxBpsZTHtLzFe_kcdEw4Zg5Xbk-gTWE9ey-yUEVcgxuKiBvdDeV2bNlQQgBoh8U7_VkjAzc33TE0jiXdVTd9-B_jHCH5QxU4fhSrs8v8U8RyrkAikl5XVp7C1XZVVJwK59zk0hBkD5bo4A4zlR_zfb60QfdZ_ha8dWokNHRdS6DTUa8qGKeS4_57IifkWNBKgWNRZjHFsbWa8kWRQgTvW"" title=""Map for Bombana"" width=""260""/></a></div>]","-4.6543462,121.9017954",-4.6543462,121.9017954
329,Buton,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-5.3096355,122.9888319&amp;z=9&amp;ftid=0x2da3c35127c5a3df:0xb128d10455fd8c2f&amp;q=Buton+Island,+South+East+Sulawesi,+Indonesia&amp;ved=0ahUKEwj1zPeas4beAhWJIsAKHTyjAtcQ_BIIXzAR"" style=""height:160px""><img alt=""Map for Buton Island"" height=""160"" src=""/maps/vt/data=nLGAdxrwhkbJkgA8KM8wuE0ZQ-aZF9Lu53wxwylwGeWyJmIXSQkXkNxXPCOMh9ksBvblDC_nnHDEHaoi0E2WUPQ140-lg_g4XTma3zxgjFtCfc19PFORy_-64VbJqRxtYIaoV6K_KBQsAIYiVTw5T-eEl-ds8IByGfP_P9X05JzET8-WKvwJR7fx2LrtX-BeAcBSMjsXmCI7egku5GR5P6WGn5sp47rtRe6LNV0Kpg"" title=""Map for Buton Island"" width=""260""/></a></div>]","-5.3096355,122.9888319",-5.3096355,122.9888319
330,Buton Utara,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-4.7023424,123.0338767&amp;z=10&amp;ftid=0x2da22bb84440a04f:0xd228ff15314dd9b8&amp;q=North+Buton+Regency,+South+East+Sulawesi,+Indonesia&amp;ved=0ahUKEwi6g6qbs4beAhXlIcAKHcPtDOcQ_BIIXzAR"" style=""height:160px""><img alt=""Map for North Buton Regency"" height=""160"" src=""/maps/vt/data=vjr2VxeuFeZ-LzouvI6bX_dqn4tdsAtrwm41e0vqJIuZIcgi0REY2pwMnjtKxUBuqYUriAByKNq8IDAFB2B8yaOr6tBC_Db4VuX-8cZEZRYHQ0eyl3gNYch2DMx2WFkzd45ic1E9RiY8XWGnuiTIcZujUSSYUlnpbUJcVdn1La9mmD0ySYxU237FgqjWh5HVocn0SEK6tfMKjhXpec0sYfKQFrOqp8UAeg0UrqtdOw"" title=""Map for North Buton Regency"" width=""260""/></a></div>]","-4.7023424,123.0338767",-4.7023424,123.0338767
331,Kolaka,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-3.9946988,121.5826642&amp;z=10&amp;ftid=0x2d9788c9c099dc31:0x3030bfbcaf77190&amp;q=Kolaka+Regency,+South+East+Sulawesi,+Indonesia&amp;ved=0ahUKEwi9_uObs4beAhUQgVwKHVu2B3sQ_BIITjAM"" style=""height:160px""><img alt=""Map for Kolaka"" height=""160"" src=""/maps/vt/data=Yndnc_o3wh4nhY8h2r6zt0a8gFdJSom4yl_O5Vk_E_hgn2WzCNy0ObfgeXxlGPVT_mZiZUlUkoDPvaMtEOHg5vFK8aEI31LyyDZwrEjBLfRNQ5_Yrv_zRQV59KVKcXhb-JP833Kw_e88EAn1BPtgWyF5C5rupHX4xbIL5x-c74cqGDXBiuMZnTiTtLFeidq86h6XEg1PnkX2vGKuZ0PQyIHSSzAdQJkAPEW_RNUY"" title=""Map for Kolaka"" width=""260""/></a></div>]","-3.9946988,121.5826642",-3.9946988,121.5826642
332,Kolaka Utara,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-3.1347227,121.1710389&amp;z=10&amp;ftid=0x2d9733ebf15cf45f:0x3030bfbcaf771a0&amp;q=North+Kolaka+Regency,+South+East+Sulawesi,+Indonesia&amp;ved=0ahUKEwiJ35acs4beAhUnKMAKHUsABmYQ_BIIWzAQ"" style=""height:160px""><img alt=""Map for North Kolaka Regency"" height=""160"" src=""/maps/vt/data=rBD8wDQz9IMA9BPWLcVjQGOLmFo0LbG518QohGfRZp-vbsCGCgB0VpmTxAoOeWaEHDdg3-ZyS0gUr7_WIBo8d-NCxfKAWl7VpazRhdfg017Feg-fES46MBqHTzC0BB8AX3yd-NUgWtgZK2sHen7ZQNmAsxUq1IS9ubB8yUbO748d5qBtP8GvBx8Bi-_PCBNVTyk015eb7gxbJ-XDm8AN-vY8WLDGMxnGmz56yuqt"" title=""Map for North Kolaka Regency"" width=""260""/></a></div>]","-3.1347227,121.1710389",-3.1347227,121.1710389
333,Konawe,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-3.9380432,122.0837445&amp;z=9&amp;ftid=0x2d99b7c9063c2883:0x3030bfbcaf771b0&amp;q=Konawe+Regency,+South+East+Sulawesi,+Indonesia&amp;ved=0ahUKEwiIscycs4beAhXsB8AKHft7DtYQ_BIIYDAR"" style=""height:160px""><img alt=""Map for Konawe"" height=""160"" src=""/maps/vt/data=Eg1cZqvkpmkQ-EBdc-Qk8aPI1S2BVOYLLD2ag-ufjjjB5zaZ7MxNzi3FbOGUqb1xw1oYURxzTzY8C-94kgfm6cy_rwNwWf_X-TegN8Nax2vrVYcF9-e57yt5A5IRsoLtafTJPXtjP2VzzM5l-1xs0xgxniYz8jrB500Uxi9cg6zTPGNxmT9JtWwNXkewSs3xsMYyLVp2OiHUuHfOt9991claT00DCCLHRhHpNRoi"" title=""Map for Konawe"" width=""260""/></a></div>]","-3.9380432,122.0837445",-3.9380432,122.0837445
334,Konawe Selatan,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-4.2027915,122.4467238&amp;z=10&amp;ftid=0x2d9880367932576f:0x3030bfbcaf771c0&amp;q=South+Konawe+Regency,+South+East+Sulawesi,+Indonesia&amp;ved=0ahUKEwim5P2cs4beAhUrBMAKHSSYBAcQ_BIIXTAQ"" style=""height:160px""><img alt=""Map for South Konawe Regency"" height=""160"" src=""/maps/vt/data=eq73_TzroTO6HcLIKuH4y1SYQ845ii8fcx7YKgVDDFlmfagFFSx3Rq6MeChRAiswY3a_Xe1ulQ-DDvvZFeggBDv5O7yy_Md2nD-iJ2rX9mOG2M3zUjuMOAbwO-L1Ya_jr1035Rs6LcOF4zgM90icioKVG-n-_egIPPuVv9N_ZFFhCh5ifeZ5mVkaRd0G2dIrbFZyZpp3poVjqMFyAobj6Pn4DKe6IxY2VwipwU8l"" title=""Map for South Konawe Regency"" width=""260""/></a></div>]","-4.2027915,122.4467238",-4.2027915,122.4467238
335,Konawe Utara,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-3.3803291,122.0837445&amp;z=9&amp;ftid=0x2d999f1690a5fca9:0xdd75d90ad4943502&amp;q=North+Konawe+Regency,+South+East+Sulawesi,+Indonesia&amp;ved=0ahUKEwiikb-ds4beAhVmJ8AKHe8tA9IQ_BIIVDAQ"" style=""height:160px""><img alt=""Map for North Konawe Regency"" height=""160"" src=""/maps/vt/data=okLppuzdZf4XZmm5FK959AOeyACZyZe7zC_fWzerc9oU-duHzXGS7cI0f0usKPWejUy210hGbUXHfzHVh03rySSeXZtZQLeXCgAiOuPIiO20sIKXJ8L1c_c7T7A3m-1yPmEAg3MEwTtOVpS0RDmmgwYaJp7bt86NaEvRfIAO-W8f70FX-emgbueFE-ux16v9ZI9HL5d5GcRcTxeLmPp9K0EFS0mndF0DO9KZtuhMDA"" title=""Map for North Konawe Regency"" width=""260""/></a></div>]","-3.3803291,122.0837445",-3.3803291,122.0837445
