,Name,Corrdinates,Corrdinates_ll,latitude,longtitude
115,Mojokerto,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-7.4698914,112.4351068&amp;z=14&amp;ftid=0x2e780d8e8df8a9ad:0xe370efa72c0901bc&amp;q=Mojokerto+City,+East+Java,+Indonesia&amp;ved=0ahUKEwjH_ZzFsobeAhXJKMAKHTmGDLMQ_BIIUDAM"" style=""height:160px""><img alt=""Map for Mojokerto Regency"" height=""160"" src=""/maps/vt/data=67p-1Fc_f0OV4pXuMykNUMpfoS4FPjI3eqPagl9IEd6sQbsWj2j1YvyyCFALeqiTCxpyTVLQiHvcGOaIOoJOJqPfmEp-Q36CV_GzGiJBQsKA6CVdtpLnI_MLa1mlbABh2315WX3neXUyKBEI_4X_JRvHAYrdPiv0kuDzjy3QfyW-7FXPMrsLBhrX7NTEEd7l2SXNfc12Rw-j4OrgEXM8xfgk3xYw1M5Wb7Ll1mSiGw"" title=""Map for Mojokerto Regency"" width=""260""/></a></div>]","-7.4698914,112.4351068",-7.4698914,112.4351068
116,Nganjuk,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-7.5943507,111.9045541&amp;z=11&amp;ftid=0x2e784be1466228d1:0x3027a76e352bdc0&amp;q=Nganjuk+Regency,+East+Java,+Indonesia&amp;ved=0ahUKEwj1wMzFsobeAhUrL8AKHePdAQ4Q_BIITjAM"" style=""height:160px""><img alt=""Map for Nganjuk"" height=""160"" src=""/maps/vt/data=4XmRX7Ague9IOtYtEwyjPw-yOvi66tHtl5gHuW0DEdcmA0PL1n5c-C6nnpebDTN5pZ-1QV4mZcayp8W9FbFDXbd5h_BGzkLbHmNp3udCSpPbUA7ynfZqrFZgkGullJGUISnq1h-OBFnNFsJIaWEegFeuXqAU01_sQgKw2rDRQBqlUpQm7j4hwD6i-oXifAq0JkDDjoVat7UJUEUZDij79aM0xbpNKsQKIfE_mX1Z"" title=""Map for Nganjuk"" width=""260""/></a></div>]","-7.5943507,111.9045541",-7.5943507,111.9045541
117,Ngawi,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-7.460987,111.3321974&amp;z=11&amp;ftid=0x2e79e8bb536eb601:0x3027a76e352be90&amp;q=Ngawi+Regency,+East+Java,+Indonesia&amp;ved=0ahUKEwiJwfvFsobeAhUMCcAKHTgVAvQQ_BIITjAM"" style=""height:160px""><img alt=""Map for Ngawi Regency"" height=""160"" src=""/maps/vt/data=mUoqsypCCIYlMdQpt3VCHX3vQtx1vvB84tk37zaP1EMREzgNKzTSOYgy5mz3BdwcJYG2qZRodv09_Yh8vveMWirfHqce5yAokX1_3QCrTmVE12hub4sM2K-AfIjrFxM8XQ1C4GWUSHfJRBCikfOsic5vic5NJqBnOS9Gl-A4fUBfjxsmBovUk1KEz147Dc4USBECIq4076WVrix5nRc9iyDxhSU-PXf_wFXaaFlQ"" title=""Map for Ngawi Regency"" width=""260""/></a></div>]","-7.460987,111.3321974",-7.460987,111.3321974
118,Pacitan,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-8.126331,111.1414226&amp;z=11&amp;ftid=0x2e79633c1f93b1bf:0x3027a76e352bec0&amp;q=Pacitan+Regency,+East+Java,+Indonesia&amp;ved=0ahUKEwiU2KjGsobeAhWKJsAKHQitCBoQ_BIIYzAQ"" style=""height:160px""><img alt=""Map for Pacitan"" height=""160"" src=""/maps/vt/data=2CFoW2N9MZsC-EYbwCx-l-3Q-gOe4KZ4uHFdxZZpnybea5zMmU2XuB0ONM7CsnLVvN7fCqyobEz6icBPfpteMpf4OL1L5WI9drtM-k4nx8UR9ulgiTKA9Mv1Bk6p1TUymzqlai1KVZ6nmuuR7tzfwjAyqGJZ0G8qba_lNgW89nDdy1dibYC1B9zhkQKJ8-QwIGwkuWcA8U6SBArbwRZAQ0jJ2vIKbj6VKpTqdUot"" title=""Map for Pacitan"" width=""260""/></a></div>]","-8.126331,111.1414226",-8.126331,111.1414226
119,Pamekasan,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-7.1050857,113.5252319&amp;z=11&amp;ftid=0x2dd9d6b50c056771:0x3027a76e3cd8a80&amp;q=Pamekasan+Regency,+East+Java,+Indonesia&amp;ved=0ahUKEwjF2dzGsobeAhUQglwKHe27CZ4Q_BIIWDAM"" style=""height:160px""><img alt=""Map for Pamekasan"" height=""160"" src=""/maps/vt/data=Fa-MY_IHBoPsq0U9KHT4pt1KTG5zNQXE7GpcBdr4trwKRNxjPrdznw7KEEWV7_Uf5a_KeF-ku-naroUqiM9X-YnVmEAykAo3oY8h5TNHVTBRrgE0SajRtJZogxp9lozZHaqJlJ50zWejvD0frGiqBbunmUFBLAm7tMZHZ82sEoJy5dkp_6a0F4YQDxnhidIcJBCD_stAXQAlY3MLf2Jd8o8ueMAL8JOV8mbjPH5P"" title=""Map for Pamekasan"" width=""260""/></a></div>]","-7.1050857,113.5252319",-7.1050857,113.5252319
120,Pasuruan,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-7.6469193,112.8999225&amp;z=14&amp;ftid=0x2dd7c5e1a5fb57df:0xbe8c958dde768096&amp;q=Pasuruan,+Pasuruan+City,+East+Java,+Indonesia&amp;ved=0ahUKEwiU5JDHsobeAhUKBMAKHdviArgQ_BIITjAM"" style=""height:160px""><img alt=""Map for Pasuruan"" height=""160"" src=""/maps/vt/data=ZhGbg1YjnGtdrLyvqU5Do3_OQPOrBKARjCVOugkcJfTaCE0Zqv63k47oz7g7neiBKcST-7z8pPv3Fsdvtbsc7ome24ENW-mQosSQVn-GdZnTR7Gl-m-1G4Mz-QFjeUwdmrhRD7eswJ7heDOOQz7alyfPvJSRCCKGVApSs7dGYLYx5T44J-VJhiRbPg5jxqfkBXVV4TfCBnIPHwHDBVxkvmgFOKL_oonaxAjckXEN1Q"" title=""Map for Pasuruan"" width=""260""/></a></div>]","-7.6469193,112.8999225",-7.6469193,112.8999225
121,Ponorogo,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-7.8650759,111.4696322&amp;z=11&amp;ftid=0x2e790b859cfee851:0x3027a76e352bea0&amp;q=Ponorogo+Regency,+East+Java,+Indonesia&amp;ved=0ahUKEwieq7_HsobeAhWGesAKHddVAFUQ_BIIXzAQ"" style=""height:160px""><img alt=""Map for Ponorogo"" height=""160"" src=""/maps/vt/data=ptqNFvLY91INwGTOMQmFgdlc7n_Z8Zl33aPn0nY8QYixgxaLhoiwRQ_PYYggAvSB27nmRP1xRJD_sAXcxzDBUp2ei_XHwSzHFlOzHbDjorieUTNNmctbPsiRKHptVP5G403xdYzz6-NEq33II5eou1SabbbKnNNxG38hrQFtCysDdE9ntjFyLzYPA1r7EeV8WV04gFbt_woCuZKKzhe1T07FUqKdmYcmlrVWhuzp"" title=""Map for Ponorogo"" width=""260""/></a></div>]","-7.8650759,111.4696322",-7.8650759,111.4696322
122,Probolinggo,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-7.7764226,113.2037131&amp;z=13&amp;ftid=0x2dd7ad99c0c9e679:0x46c5d0faa7c56181&amp;q=Probolinggo,+Probolinggo+City,+East+Java,+Indonesia&amp;ved=0ahUKEwj2q-7HsobeAhVbF8AKHWxqBvEQ_BIITTAM"" style=""height:160px""><img alt=""Map for Probolinggo"" height=""160"" src=""/maps/vt/data=8Bm-f_Teoq8wyVHEqwY1H-Ie74lw9HLITjaMFXI6OgY_5zibQbAfharLc8GrcTA4nVGM6JQ-5mTcPAq1jnvy5H33ohxHUo8iBY5U9gsgP40aX1mPZ49QUJbZ7X_x0J6aZ5qeYj49kiPUOzt9whUZNjtzagynF3WDSach6A0xbJ690PgWJXvsIdaoXmNTSLXiB-CkeMS_-pUmcmpvZyu121Kex2YVGsTzhpGXgqBJXQ"" title=""Map for Probolinggo"" width=""260""/></a></div>]","-7.7764226,113.2037131",-7.7764226,113.2037131
123,Sampang,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-7.0402326,113.2394452&amp;z=11&amp;ftid=0x2dd82eea5961fe7d:0x3027a76e3cd8a90&amp;q=Sampang+Regency,+East+Java,+Indonesia&amp;ved=0ahUKEwjjk5vIsobeAhWNesAKHTR0CJgQ_BIITzAM"" style=""height:160px""><img alt=""Map for Sampang Regency"" height=""160"" src=""/maps/vt/data=ScEEgWTX5TSqQ3q9X175AHksfNilkRAEK2IStOBsMs78tdLGtp_eOu20PEbkCvaMYboNhE0uw-hBsF_sbIcuvGZ9sQFJLEGRs2z4qi51WXtDq4hmW2fP-D94IQYVu7Prb3A-MQt9Rj4lWiWfL7NfS67Q-_IykskRNsBV4gS-JEw5x3H4SlrmhMMR2GvfI6lC8Md8js-Elpg0jIlGwyB_URSrf6YvLSx-VlSp-7Z2"" title=""Map for Sampang Regency"" width=""260""/></a></div>]","-7.0402326,113.2394452",-7.0402326,113.2394452
124,Sidoarjo,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-7.4726134,112.6675398&amp;z=11&amp;ftid=0x2dd7e1a0848edcbf:0x3027a76e352bdf0&amp;q=Sidoarjo+Regency,+East+Java,+Indonesia&amp;ved=0ahUKEwjt8b3IsobeAhUHKMAKHfyRBAYQ_BIITzAM"" style=""height:160px""><img alt=""Map for Sidoarjo"" height=""160"" src=""/maps/vt/data=Cguhrj3_RdZjK_w6eLgRaT8G26nDq7N-CEJ977W2vNRzRuGtEqcBaOoFY5eXvuYnKhysUc_6zsXC1Chj8dMIvPb_0hJWa5Iq5P6rfkF8Fc0Yr0gnbyU_Tm-bFDF0aJmmxZSditIHCQ7DtHz4YMPAGGUwOqYFNq1zuz2sXkojGabixsCNBjTf0frK64CuWOC0YRTWzSBJ0R2D6xXYVYxAuDcmYBUDfDP_xMNnySN1"" title=""Map for Sidoarjo"" width=""260""/></a></div>]","-7.4726134,112.6675398",-7.4726134,112.6675398
125,Situbondo,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-7.7888522,114.1914951&amp;z=10&amp;ftid=0x2dd6d65edbd0eb13:0x3027a76e352be00&amp;q=Situbondo+Regency,+East+Java,+Indonesia&amp;ved=0ahUKEwilue7IsobeAhVrCcAKHUY6Bx4Q_BIITzAM"" style=""height:160px""><img alt=""Map for Situbondo"" height=""160"" src=""/maps/vt/data=1DsCuVOYBjeZ2pOB-Ra5o0SRsOdJIgjkUqOfCzySHwUctNaZPoDVlutyeCdHLQP-9upxA24Uuvd3nLqWVHvAdpqSL6NA5j-pfc1wLdr-mBCiAkTvYvs89FfktuDQa8W18t7zAaq8ruPT2cwAJo-mq12Tzz-JA0URVDUSbjAEWdz4uZL2T3zXCwAWWpLnMN-8AOAzapVvemwuKnUT4YXHxhH48KT-gz-x7nmvphgn"" title=""Map for Situbondo"" width=""260""/></a></div>]","-7.7888522,114.1914951",-7.7888522,114.1914951
126,Sumenep,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-6.9253999,113.9060624&amp;z=8&amp;ftid=0x2dd9ff20aeda42e5:0x3027a76e3cd8aa0&amp;q=Sumenep+Regency,+East+Java,+Indonesia&amp;ved=0ahUKEwjC9Z3JsobeAhUDXMAKHTXECWMQ_BIIWTAM"" style=""height:160px""><img alt=""Map for Sumenep"" height=""160"" src=""/maps/vt/data=PMu0kG4ZerFt7v1bNlDr63MG-r2-KyXbaUFUl_EUihv4Ce674MyvKE6Y95Fixm0b6nc_OV5eM16UetXYISQ92a48swF3LaHZ8ga0Cno-ZlfXtlYSCetVnjwdfRgh2NVbEyX59BzKRD-Pff2ncJ_4rhwH-xhiLI_1W7dOAW9syF9z6YQWZY7Ib9SilEJxBQr0GtukVO056Pjm0tZc-DF5j25Bq0GC5hSOkEJQWkDk"" title=""Map for Sumenep"" width=""260""/></a></div>]","-6.9253999,113.9060624",-6.9253999,113.9060624
127,Trenggalek,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-8.1824112,111.6183755&amp;z=11&amp;ftid=0x2e7911286c5a9837:0x3027a76e352be10&amp;q=Trenggalek+Regency,+East+Java,+Indonesia&amp;ved=0ahUKEwi_yMPJsobeAhWjOsAKHWGeBQEQ_BIITzAM"" style=""height:160px""><img alt=""Map for Trenggalek"" height=""160"" src=""/maps/vt/data=rBI8Xyf-kwZfhS8yLJvGYcAbcnw_f-gS51Pr_eieVSzjJPyXfax2OpTDNMV0ZCiAG4yBF-PnSFjXawawHRh0oCn8dFW14JAERxbAr5s9d4jyIff8pJdjrjGDtWnr0g-fwda6D3W-QfE0_rzfoPrZbRSrD-u7uUGUUSo0KFz-078_fJy5cjiE9c-X76QkzKMteRXjLzLfnIdU7QANFYDZ1eLVprXBXoGDoylREz_g"" title=""Map for Trenggalek"" width=""260""/></a></div>]","-8.1824112,111.6183755",-8.1824112,111.6183755
128,Tuban,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-6.8954851,112.029752&amp;z=14&amp;ftid=0x2e77a2ae672ed041:0x9e63fa6f5cfc08d1&amp;q=Tuban+Sub-District,+Tuban+Regency,+East+Java,+Indonesia&amp;ved=0ahUKEwiCsPfJsobeAhXoLMAKHSLsAFYQ_BIIUDAM"" style=""height:160px""><img alt=""Map for Tuban Regency"" height=""160"" src=""/maps/vt/data=AHhnq3A2yfiw8uffntXY4i4irFcia8As_OEQHEru1CiET39pf1I16EotdqpKEOVw5ZkEuzpxcgYZX5PvHt-mzPmhy5vHqm4cUcFUe0aHbcQufwSCRaL5MKCH4UY6LTgLSe6W_scq9ewKMveGPFzEaqFILJAr2xishuov8PSYSMrn4ZP18NMXIuNRjJ97ohzmgW3j47ULkAEeqXRIK89DKvp64XQe4RvJ_LXOLLX-UA"" title=""Map for Tuban Regency"" width=""260""/></a></div>]","-6.8954851,112.029752",-6.8954851,112.029752
129,Tulungagung,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-8.091221,111.9641728&amp;z=12&amp;ftid=0x2e78e2fac4fe1167:0x4027a76e3532000&amp;q=Tulungagung,+Tulungagung+Regency,+East+Java,+Indonesia&amp;ved=0ahUKEwj-y6zKsobeAhWwgVwKHehBCgAQ_BIIXTAQ"" style=""height:160px""><img alt=""Map for Tulungagung"" height=""160"" src=""/maps/vt/data=bZZMBB9JoCcxOCbkC8Zin5ITjpZSxkPN8Vf9jHds7yl7Y-CvqB_VGGVoa8hXzd4jFuvDtUiRv0FklVAd486qD9zSD83dUhHtEAXmkGY7Y2YDF_wE-VSYpisp3o7uNSosBgFK5O57-yqycUczpcEUR0Yb1uEVDojP8V6sHamkI_8ZL3RrcnQ3QnB5einP-RdocZ9TedXVXftOb29gqF84NZJyH9T12bRe4sG_esN-"" title=""Map for Tulungagung"" width=""260""/></a></div>]","-8.091221,111.9641728",-8.091221,111.9641728
130,Bengkayang,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=1.06911,109.6639309&amp;z=10&amp;ftid=0x31e35058464b9521:0xe75ff3a0491b4a79&amp;q=Bengkayang+Regency,+West+Kalimantan,+Indonesia&amp;ved=0ahUKEwj0kt_KsobeAhWKXsAKHf7PDp4Q_BIIVTAQ"" style=""height:160px""><img alt=""Map for Bengkayang"" height=""160"" src=""/maps/vt/data=y0Ir8N1F9JiGhSqfGrtqGl0YYGvj09Dv8R9svzmLb5HG5LQjY4T5MEQZu1urm_Mh1M0jFCD2SLoWv3MzL59jg4Djou0dnmuOiZhnDCh4WqUBTH_UBBkhUGgjZPwHcY_4Id0uTL1O-p-oZSz4j7Y-kWqR52-4GbGMFY8YOXCf_SYW2L9kpKGLGEBafvODq0CW3qCgWbhOakgbmsaohv4MO5odgrOJa5q7mZ5WYpGkzw"" title=""Map for Bengkayang"" width=""260""/></a></div>]","1.06911,109.6639309",1.06911,109.6639309
131,Kapuas Hulu,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=0.8336697,113.0011989&amp;z=9&amp;ftid=0x3201c278b3584805:0xf75b408d70ab5c9d&amp;q=Kapuas+Hulu+Regency,+West+Kalimantan,+Indonesia&amp;ved=0ahUKEwir_Y_LsobeAhVQXsAKHV7HD1YQ_BIIUjAM"" style=""height:160px""><img alt=""Map for Kapuas Hulu"" height=""160"" src=""/maps/vt/data=HcRqUQXVcZBJzMMR_3hUf3PhliUWADwXGppaBBItT0wkqUeGV_viHr5T0o45lEkbX5Q7vcG0T4UDsYF0Zv-AE_J_Ge6n4D4z8mXNbuID3JFLPowoFH5NxQTjskC1GZ4LyhV6TwezpjoRD3BX6uVBBzasRoxd3WuDB5aAjgZma9KMoZMlAXKoQEFm0UH0RCY3mFsfgaUMiefaSRVgB_nw9NBiiLwrgPJgYT8XcYTdvA"" title=""Map for Kapuas Hulu"" width=""260""/></a></div>]","0.8336697,113.0011989",0.8336697,113.0011989
132,Kayong Utara,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-0.9225877,110.0449662&amp;z=9&amp;ftid=0x2e04acd6984ba2c1:0x62f9828812cf258f&amp;q=North+Kayong+Regency,+West+Kalimantan,+Indonesia&amp;ved=0ahUKEwjg_bzLsobeAhXLJsAKHWuBCP0Q_BIIXjAQ"" style=""height:160px""><img alt=""Map for North Kayong Regency"" height=""160"" src=""/maps/vt/data=d9ePjKhNoi4BqPs6jHf6NP_svc_HoF2u_HI5fiTsq_SDVoaWqbjIVF2O41HWl2Q6i1SONNLZCfA7dyca2ZOFOd2NhCfrRRzR-P0B0arJIGClfxy5Vd0gUCwJ9L-EJS_AsxKkgkVYDRbNNtjA17R3tWQS1m-40JP3dD5E9V6N6jtNWkj3pM-im31h_6IP0Hn3Q3GE-9CRrMGeMRDstEO0CZ-pL9fhl8f44HwTFwSdsA"" title=""Map for North Kayong Regency"" width=""260""/></a></div>]","-0.9225877,110.0449662",-0.9225877,110.0449662
133,Ketapang,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-1.859098,109.971901&amp;z=15&amp;ftid=0x2e0518178cebfebb:0xa38b99210a3e6443&amp;q=Roman+Catholic+Diocese+of+Ketapang,+Kantor,+Delta+Pawan,+Ketapang+Regency,+West+Kalimantan,+Indonesia&amp;ved=0ahUKEwjIq-_LsobeAhUIB8AKHaWXBDwQ_BIIWjAQ"" style=""height:160px""><img alt=""Map for Roman Catholic Diocese of Ketapang"" height=""160"" src=""/maps/vt/data=mE_SXVTWamWMnEjYdrbWKwAtI8Jn3qICMk40DCUfiF_qGoOuB-JAfflpfOQZjJdl-_PozA0xTB_4ncaMl7pmqVfrThX5O8fP3Ptc_fxJ0nDY3F-V5QDRd2ablg"" title=""Map for Roman Catholic Diocese of Ketapang"" width=""260""/></a></div>]","-1.859098,109.971901",-1.859098,109.971901
134,Kubu Raya,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-0.3533938,109.4735066&amp;z=9&amp;ftid=0x2e1d33a53dc4e4f5:0xb1069b20cb5dc221&amp;q=Kubu+Raya+Regency,+West+Kalimantan,+Indonesia&amp;ved=0ahUKEwids6TMsobeAhUPfMAKHZ3pCM8Q_BIIVjAQ"" style=""height:160px""><img alt=""Map for Kubu Raya"" height=""160"" src=""/maps/vt/data=_-nq0BkKAy08aQHtkIZ1AXKn0-1TLvEvwjDj3yBG5WILkDAL70qyYYEeWH27kDPLQonMEMR6FL-mPL_9a1vU2o983Y_FkD6dqRTDqPd5teeT8g0FdkiQLoawAqVt8oBXo2NkZTd0n22QYkCgZnBmm45qVo-VaiUO6HgEEL9uPzNxPSLYwfc2JpnF9CwTTRKAUc3JZ_TqCn4ngjo_G16HHRsg8P_iYFb9sxk6DKMsGg"" title=""Map for Kubu Raya"" width=""260""/></a></div>]","-0.3533938,109.4735066",-0.3533938,109.4735066
135,Landak,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=0.4237287,109.7591675&amp;z=9&amp;ftid=0x31fd292231836273:0xb21a6b966b130f1e&amp;q=Landak+Regency,+West+Kalimantan,+Indonesia&amp;ved=0ahUKEwj18s3MsobeAhUrIsAKHTzbBB0Q_BIIVTAQ"" style=""height:160px""><img alt=""Map for Landak Regency"" height=""160"" src=""/maps/vt/data=lAtABfvof1YKEsuqugU7KEVmB6ZuOrwJuRDqd6Ct8ObgazakGZzoFsNdSv1kOGmNVkr6G1nuRmOtZVBqvCYeuG8bNgNFLghxQXAWpMX5Rpl9wcQU0XTbHD29spX9pkF3KF3tQ_rEQM9-8KnH-JqxtnsKysqkh-y80cQMGwVSgnlrQVps107RWqAF5OOWWSm-VYFmjWrohC_0aE9A0h9Pmn_ktR3cOu3oDKyV06Bm2Q"" title=""Map for Landak Regency"" width=""260""/></a></div>]","0.4237287,109.7591675",0.4237287,109.7591675
136,Melawi,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-0.7000681,111.6660725&amp;z=9&amp;ftid=0x2e011cf36f33cb0d:0x8e0748e4f21a9478&amp;q=Melawi+Regency,+West+Kalimantan,+Indonesia&amp;ved=0ahUKEwj73frMsobeAhWKLsAKHYdsBv8Q_BIIXjAR"" style=""height:160px""><img alt=""Map for Melawi"" height=""160"" src=""/maps/vt/data=4udFaPum-1Z8cQQh3rPvzYTsWaMvatMGA0Z5IxUNCsVDI3uaBTIaLsAc1-Szd-g8Fasbur4r5FOE_MN5062eKzRIZXZ0B1D8QOR_WPTGQKbjhw6y_MsiopB1l5vlTdJbOv1jbzfMd68jI5oTXnt257fwEWvbscULg21ei9bE60qPT2SsmgzqfpylLTAxCj5G0Hq-53uuIMYsiSo7NO_DKUWk8td3dg1lw0V5vvqF7Q"" title=""Map for Melawi"" width=""260""/></a></div>]","-0.7000681,111.6660725",-0.7000681,111.6660725
137,Pontianak,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-0.0263303,109.3425039&amp;z=13&amp;ftid=0x2e1d58f604b0799b:0x511ef9501fc9ffe3&amp;q=Pontianak,+West+Kalimantan,+Indonesia&amp;ved=0ahUKEwjRzLbNsobeAhWIKsAKHZyZB9MQ_BIIYTAM"" style=""height:160px""><img alt=""Map for Pontianak, Indonesia"" height=""160"" src=""/maps/vt/data=nwP70WmXb0PDqolYyWxseirN2rj7rFQ0kKUu4g2gdqnhhBNdkbeXHaTh9xkJlJ9AiDc38d2dZpUSXOmaI97hqeQQIjMMoUWbcf3AKkJ2KRbVv2oA6Kr_7s70ZzyLxDxEuH8PmppTSepRSXwcXn0g_AVO8pyxKjF47Ts_3_KTw7PG7flxLaal_aFAbclQFEE217td1FVaCAO2cc8nxP6vLl9E3lFZtbVtsGw1yld-ww"" title=""Map for Pontianak, Indonesia"" width=""260""/></a></div>]","-0.0263303,109.3425039",-0.0263303,109.3425039
138,Mempawah,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=0.3642599,108.954903&amp;z=15&amp;ftid=0x31e2f19cbed2f90d:0x7653635ce37fc698&amp;q=Mempawah,+Terusan,+Mempawah+Hilir,+Pontianak,+West+Kalimantan,+Indonesia&amp;ved=0ahUKEwifteTNsobeAhWLKcAKHbcuCFAQ_BIIVzAL"" style=""height:160px""><img alt=""Map for Mempawah"" height=""160"" src=""/maps/vt/data=vUHVuf7XSl7mQ43jxNYqcT6hHdo-0leB_jO4nn70XiUgF4wLRKTumBt5xDSmEAKVp4cEj-e4xkqUZJBErB3tu5CLXancQhE174gjl5u4yEicKBv7Uz6lDep9sw"" title=""Map for Mempawah"" width=""260""/></a></div>]","0.3642599,108.954903",0.3642599,108.954903
139,Sambas,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=1.3625191,109.2831531&amp;z=10&amp;ftid=0x31e4c6f5a0740299:0x6c63ef7cfcd2b27c&amp;q=Sambas+Regency,+West+Kalimantan,+Indonesia&amp;ved=0ahUKEwjFsZTOsobeAhXFVsAKHS9TBMIQ_BIIXDAQ"" style=""height:160px""><img alt=""Map for Sambas Regency"" height=""160"" src=""/maps/vt/data=ORqirr8M0DojA6hBsQ1d6MHHp5sOFa4z2p7zOv2-S4-d9005VKl_VT45GMbxXlg_GIHaHat4GTWe1lkynTiOkXVsKnydG52r_VpMGrREOLci_WKYv03LEdjmM216vshQfFfAyfg4YcHhrWCYEQYyQ_2sTZTveOyG0fo96pkX__Wb31-y7iqT48X7ifis793uTPGulFm_QkPUpsSRUvq4juhN3JSxQMaHYlRriMRBGQ"" title=""Map for Sambas Regency"" width=""260""/></a></div>]","1.3625191,109.2831531",1.3625191,109.2831531
140,Sanggau,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=0.1400117,110.5215459&amp;z=9&amp;ftid=0x31fda3f5e0888441:0x929367c0f58bc00d&amp;q=Sanggau+Regency,+West+Kalimantan,+Indonesia&amp;ved=0ahUKEwi9k9XOsobeAhXlCMAKHejbDSEQ_BIIWDAP"" style=""height:160px""><img alt=""Map for Sanggau"" height=""160"" src=""/maps/vt/data=oQ0bL5NuO73s_d9EIUDla1dT2eruMvIydRInbUv1wHLzWOozXUyQ9jJVMR6HQw1lNJ9S3v8E-2xedHLmw2Tum2rleS5fhPLS0UeCd5fDRP-_WfqhTJFhmtjRoUMdDpxBZKoDbNk12h1I6OBj3nsTgDQSecOtVrVmzEi86edzaHdHTg0SAkl6XOa6qzvTtLBOn1d_NZ80EqnOGuSKK27pUK5j2KRDIkTzfrNWOjmLrw"" title=""Map for Sanggau"" width=""260""/></a></div>]","0.1400117,110.5215459",0.1400117,110.5215459
